Vokabeln~Vokabeln~~~~~~~~~~~~~~~~~~~~~~~~~~~
~~~~~~~~~~~~~~~~~~~~~~~~~~~~
Lektion-ID~Kurs-Titel~Lektion-Titel~Vokabel-Chunk-ID (durchgehend, global)~Perlen-Name (optional)~Vokabel-ID (durchgehend, global)~Prefix Fremdsprache~Vokabel Fremdsprache~~Prefix Deutsch~Vokabel Deutsch~NICHT MATPIC~NICHT Schlange~NICHT Drag&Drop~NICHT LTXT Custom Keyboard~NICHT Scrambled Sentences~Bild-Dateiname~Audio-Dateiname~Popup (Kultur, Wortschatz)~Kommentar~Bildnachweis~Kommenar Lisa~TTS vom 26.04.2016~App-Absturz~TTS 18.05.~TTS 20.05.~Popups Prüfung 3.06.2016~Popup-Prüfung 6.6~Prüfung 8.6.
~#NV~#NV~~~~~~~~~~~~~~~~~~~~~~~~~~
~#NV~#NV~~~~~~~~~~~~~~~~~~~~~~~~~~
~#NV~#NV~~~~~~~~~~~~~~~~~~~~~~~~~~
10~Basics~Begrüßungen: Teil 1~10~~10~~Good morning~~~Guten Morgen~~~~~~guten_morgen.jpg~10~~Bildquelle: IQ Software~Goodshoot RF~~~~~~~~
~#NV~#NV~~~20~~How are you?~~~Wie geht’s dir?/Ihnen?~~~~~~wie_geht_es_ihnen.jpg~20~~Bildquelle: IQ Software~Alexander Raths - Fotolia~~~~~~~~
~#NV~#NV~~~30~~Fine, thanks.~~~Gut, Danke.~~~~~~mir_geht_es_gut_danke.jpg~30~~Bildquelle: IQ Software~Alexander Raths - iStockphoto~~~~~~~~
~#NV~#NV~~~40~~nice~~~nett~~~~~~nett_alternative.jpg~40~~Bildquelle: IQ Software~Digital Vision~~~~~~~~
~#NV~#NV~20~~50~~This is~~~Das ist~~~~~~sich_vorstellen.jpg~50~~Bildquelle: IQ Software~Dean Mitchell - iStockphoto~~~~~~~~
~#NV~#NV~~~60~~Where are you from?~~~Woher kommst du/kommen Sie?~~~~~~Arbeit_im_Ausland.jpg~60~~Bildquelle: IQ Software~mkrberlin - Fotolia~~~~~~~~
